Y 	 232053 	 232082 	 1 	 30 	 STR_1604649
Y 	 232205 	 232227 	 1 	 23 	 STR_1604650
Y 	 232347 	 232367 	 1 	 21 	 STR_1604651
Y 	 232487 	 232507 	 1 	 21 	 STR_1604652
Y 	 232627 	 232657 	 1 	 31 	 STR_1604653
Y 	 232780 	 232811 	 1 	 32 	 STR_1604654
Y 	 232934 	 232956 	 1 	 23 	 STR_1604655
Y 	 233076 	 233110 	 1 	 35 	 STR_1604656
Y 	 234186 	 234197 	 2 	 6 	 STR_1604657
Y 	 234283 	 234326 	 2 	 22 	 STR_1604658
Y 	 234416 	 234458 	 2 	 21.5 	 STR_1604659
Y 	 234546 	 234569 	 2 	 12 	 STR_1604660
Y 	 234659 	 234683 	 2 	 12.5 	 STR_1604661
Y 	 235229 	 235257 	 1 	 29 	 STR_1604662
Y 	 236149 	 236161 	 1 	 13 	 STR_1604663
Y 	 236197 	 236211 	 1 	 15 	 STR_1604664
Y 	 236491 	 236506 	 1 	 16 	 STR_1604665
Y 	 237027 	 237057 	 6 	 5.16667 	 STR_1604666
Y 	 238971 	 239021 	 1 	 51 	 STR_1604667
Y 	 239394 	 239528 	 1 	 135 	 STR_1604668
Y 	 243769 	 243780 	 2 	 6 	 STR_1604669
Y 	 247822 	 247832 	 1 	 11 	 STR_1604670
Y 	 250936 	 250949 	 1 	 14 	 STR_1604671
Y 	 256771 	 256812 	 6 	 7 	 STR_1604672
Y 	 266943 	 266963 	 1 	 21 	 STR_1604673
Y 	 273178 	 273192 	 3 	 5 	 STR_1604674
Y 	 273323 	 273337 	 3 	 5 	 STR_1604675
Y 	 275242 	 275289 	 1 	 48 	 STR_1604676
Y 	 277763 	 277774 	 1 	 12 	 STR_1604677
Y 	 278040 	 278050 	 1 	 11 	 STR_1604678
Y 	 283661 	 283686 	 4 	 6.5 	 STR_1604679
Y 	 286934 	 286949 	 1 	 16 	 STR_1604680
Y 	 289975 	 289989 	 2 	 7.5 	 STR_1604681
Y 	 291522 	 291546 	 1 	 25 	 STR_1604682
Y 	 291674 	 291687 	 1 	 14 	 STR_1604683
Y 	 292329 	 292351 	 1 	 23 	 STR_1604684
Y 	 292922 	 292947 	 1 	 26 	 STR_1604685
Y 	 294573 	 294619 	 1 	 47 	 STR_1604686
Y 	 295718 	 295741 	 1 	 24 	 STR_1604687
Y 	 296051 	 296081 	 1 	 31 	 STR_1604688
Y 	 296358 	 296380 	 4 	 5.75 	 STR_1604689
Y 	 296817 	 296856 	 5 	 8 	 STR_1604690
Y 	 297457 	 297479 	 5 	 4.6 	 STR_1604691
Y 	 298935 	 298948 	 1 	 14 	 STR_1604692
Y 	 298964 	 298978 	 1 	 15 	 STR_1604693
Y 	 299715 	 299726 	 2 	 6 	 STR_1604694
Y 	 301249 	 301276 	 6 	 4.66667 	 STR_1604695
Y 	 301744 	 301785 	 4 	 10.5 	 STR_1604696
Y 	 303622 	 303634 	 1 	 13 	 STR_1604697
Y 	 304059 	 304133 	 2 	 37.5 	 STR_1604698
Y 	 304286 	 304300 	 1 	 15 	 STR_1604699
Y 	 304515 	 304530 	 1 	 16 	 STR_1604700
Y 	 305907 	 305933 	 5 	 5.4 	 STR_1604701
Y 	 306401 	 306411 	 1 	 11 	 STR_1604702
Y 	 306836 	 306854 	 1 	 19 	 STR_1604703
Y 	 307525 	 307547 	 1 	 23 	 STR_1604704
Y 	 308108 	 308120 	 1 	 13 	 STR_1604705
Y 	 308269 	 308283 	 1 	 15 	 STR_1604706
Y 	 308705 	 308748 	 1 	 44 	 STR_1604707
Y 	 309538 	 309561 	 4 	 6 	 STR_1604708
Y 	 311311 	 311323 	 1 	 13 	 STR_1604709
Y 	 311757 	 311774 	 1 	 18 	 STR_1604710
Y 	 312262 	 312334 	 2 	 36.5 	 STR_1604711
Y 	 312654 	 312672 	 4 	 4.75 	 STR_1604712
Y 	 313381 	 313394 	 1 	 14 	 STR_1604713
Y 	 313670 	 313713 	 2 	 22 	 STR_1604714
Y 	 313766 	 313801 	 2 	 18 	 STR_1604715
Y 	 313882 	 313898 	 2 	 8.5 	 STR_1604716
Y 	 314619 	 314670 	 1 	 52 	 STR_1604717
Y 	 314819 	 314836 	 3 	 6 	 STR_1604718
Y 	 315950 	 315986 	 3 	 12.3333 	 STR_1604719
Y 	 316313 	 316334 	 1 	 22 	 STR_1604720
Y 	 317220 	 317236 	 1 	 17 	 STR_1604721
Y 	 319822 	 319844 	 1 	 23 	 STR_1604722
Y 	 320497 	 320536 	 5 	 8 	 STR_1604723
Y 	 320869 	 320882 	 1 	 14 	 STR_1604724
Y 	 321978 	 321992 	 1 	 15 	 STR_1604725
Y 	 322339 	 322381 	 4 	 10.75 	 STR_1604726
Y 	 322670 	 322696 	 4 	 6.75 	 STR_1604727
Y 	 322860 	 322871 	 1 	 12 	 STR_1604728
Y 	 323799 	 323823 	 1 	 25 	 STR_1604729
Y 	 323953 	 323969 	 1 	 17 	 STR_1604730
Y 	 325005 	 325025 	 3 	 7 	 STR_1604731
Y 	 328525 	 328540 	 1 	 16 	 STR_1604732
Y 	 329035 	 329049 	 1 	 15 	 STR_1604733
Y 	 329353 	 329367 	 1 	 15 	 STR_1604734
Y 	 330911 	 331079 	 4 	 42.25 	 STR_1604735
Y 	 331698 	 331718 	 5 	 4.2 	 STR_1604736
Y 	 332344 	 332383 	 3 	 13.3333 	 STR_1604737
Y 	 333210 	 333229 	 1 	 20 	 STR_1604738
Y 	 333511 	 333536 	 1 	 26 	 STR_1604739
Y 	 333816 	 333832 	 1 	 17 	 STR_1604740
Y 	 334113 	 334129 	 1 	 17 	 STR_1604741
Y 	 334278 	 334294 	 1 	 17 	 STR_1604742
Y 	 334828 	 334841 	 1 	 14 	 STR_1604743
Y 	 336506 	 336597 	 4 	 23 	 STR_1604744
Y 	 337325 	 337389 	 2 	 32.5 	 STR_1604745
Y 	 337436 	 337459 	 2 	 12 	 STR_1604746
Y 	 337534 	 337561 	 2 	 14 	 STR_1604747
Y 	 339757 	 339858 	 4 	 25.5 	 STR_1604748
Y 	 340780 	 340794 	 1 	 15 	 STR_1604749
Y 	 343918 	 343955 	 1 	 38 	 STR_1604750
Y 	 344447 	 344551 	 4 	 26.25 	 STR_1604751
Y 	 344936 	 344948 	 1 	 13 	 STR_1604752
Y 	 345728 	 345770 	 3 	 14.3333 	 STR_1604753
Y 	 346233 	 346247 	 1 	 15 	 STR_1604754
Y 	 346719 	 346743 	 2 	 12.5 	 STR_1604755
Y 	 348305 	 348332 	 6 	 4.66667 	 STR_1604756
Y 	 348905 	 348928 	 3 	 8 	 STR_1604757
Y 	 349071 	 349094 	 6 	 4 	 STR_1604758
Y 	 350327 	 350345 	 2 	 9.5 	 STR_1604759
Y 	 350470 	 350492 	 2 	 11.5 	 STR_1604760
Y 	 350510 	 350545 	 2 	 18 	 STR_1604761
Y 	 350683 	 350741 	 2 	 29.5 	 STR_1604762
Y 	 350797 	 350810 	 2 	 7 	 STR_1604763
Y 	 350920 	 350973 	 2 	 27 	 STR_1604764
Y 	 351027 	 351040 	 2 	 7 	 STR_1604765
Y 	 351169 	 351190 	 2 	 11 	 STR_1604766
Y 	 351262 	 351308 	 2 	 23.5 	 STR_1604767
Y 	 351426 	 351456 	 2 	 15.5 	 STR_1604768
Y 	 351488 	 351504 	 3 	 5.66667 	 STR_1604769
Y 	 352512 	 352546 	 2 	 17.5 	 STR_1604770
Y 	 352721 	 352743 	 4 	 5.75 	 STR_1604771
Y 	 353036 	 353146 	 4 	 27.75 	 STR_1604772
Y 	 353290 	 353310 	 2 	 10.5 	 STR_1604773
Y 	 353423 	 353442 	 5 	 4 	 STR_1604774
Y 	 353947 	 353982 	 4 	 9 	 STR_1604775
Y 	 355699 	 355714 	 1 	 16 	 STR_1604776
Y 	 356363 	 356381 	 1 	 19 	 STR_1604777
Y 	 357406 	 357448 	 1 	 43 	 STR_1604778
Y 	 357594 	 357608 	 1 	 15 	 STR_1604779
Y 	 357748 	 357762 	 1 	 15 	 STR_1604780
Y 	 358337 	 358360 	 1 	 24 	 STR_1604781
Y 	 358510 	 358540 	 4 	 7.75 	 STR_1604782
Y 	 358850 	 358883 	 1 	 34 	 STR_1604783
Y 	 359045 	 359066 	 1 	 22 	 STR_1604784
Y 	 360060 	 360173 	 5 	 22.8 	 STR_1604785
Y 	 361786 	 361802 	 1 	 17 	 STR_1604786
Y 	 361822 	 361833 	 1 	 12 	 STR_1604787
Y 	 362511 	 362534 	 1 	 24 	 STR_1604788
Y 	 362904 	 362920 	 5 	 3.4 	 STR_1604789
Y 	 363007 	 363719 	 4 	 178.25 	 STR_1604790
Y 	 363836 	 363878 	 4 	 10.75 	 STR_1604791
Y 	 363891 	 363920 	 4 	 7.5 	 STR_1604792
Y 	 364038 	 364049 	 1 	 12 	 STR_1604793
Y 	 364486 	 364509 	 5 	 4.8 	 STR_1604794
Y 	 365101 	 365119 	 1 	 19 	 STR_1604795
Y 	 366749 	 366766 	 4 	 4.5 	 STR_1604796
Y 	 366783 	 367357 	 4 	 143.75 	 STR_1604797
Y 	 367740 	 367765 	 4 	 6.5 	 STR_1604798
Y 	 369237 	 369262 	 1 	 26 	 STR_1604799
Y 	 369669 	 369683 	 1 	 15 	 STR_1604800
Y 	 370143 	 370163 	 5 	 4.2 	 STR_1604801
Y 	 370838 	 370851 	 2 	 7 	 STR_1604802
Y 	 371649 	 371659 	 1 	 11 	 STR_1604803
Y 	 372308 	 372328 	 2 	 10.5 	 STR_1604804
Y 	 372626 	 372641 	 2 	 8 	 STR_1604805
Y 	 372788 	 372803 	 2 	 8 	 STR_1604806
Y 	 373011 	 373026 	 2 	 8 	 STR_1604807
Y 	 373396 	 373409 	 2 	 7 	 STR_1604808
Y 	 374451 	 374465 	 1 	 15 	 STR_1604809
Y 	 374617 	 374633 	 1 	 17 	 STR_1604810
Y 	 374783 	 374799 	 1 	 17 	 STR_1604811
Y 	 375952 	 375962 	 1 	 11 	 STR_1604812
Y 	 376874 	 376908 	 2 	 17.5 	 STR_1604813
Y 	 377219 	 377231 	 1 	 13 	 STR_1604814
Y 	 377519 	 377559 	 2 	 20.5 	 STR_1604815
Y 	 378360 	 378376 	 1 	 17 	 STR_1604816
Y 	 379047 	 379066 	 1 	 20 	 STR_1604817
Y 	 380580 	 380608 	 1 	 29 	 STR_1604818
Y 	 381404 	 381436 	 2 	 16.5 	 STR_1604819
Y 	 382220 	 382238 	 1 	 19 	 STR_1604820
Y 	 382601 	 382611 	 1 	 11 	 STR_1604821
Y 	 382814 	 382842 	 3 	 9.66667 	 STR_1604822
Y 	 384487 	 384513 	 1 	 27 	 STR_1604823
Y 	 385133 	 385153 	 1 	 21 	 STR_1604824
Y 	 386855 	 386867 	 2 	 6.5 	 STR_1604825
Y 	 387252 	 387267 	 1 	 16 	 STR_1604826
Y 	 389024 	 389050 	 5 	 5.4 	 STR_1604827
Y 	 390243 	 390262 	 1 	 20 	 STR_1604828
Y 	 391364 	 391404 	 5 	 8.2 	 STR_1604829
Y 	 391459 	 391518 	 5 	 12 	 STR_1604830
Y 	 392120 	 392850 	 4 	 182.75 	 STR_1604831
Y 	 392996 	 393065 	 4 	 17.5 	 STR_1604832
Y 	 393112 	 393204 	 4 	 23.25 	 STR_1604833
Y 	 393715 	 393729 	 4 	 3.75 	 STR_1604834
Y 	 397494 	 397510 	 1 	 17 	 STR_1604835
Y 	 397825 	 397839 	 4 	 3.75 	 STR_1604836
Y 	 398295 	 398314 	 1 	 20 	 STR_1604837
Y 	 398552 	 398908 	 4 	 89.25 	 STR_1604838
Y 	 400895 	 400911 	 1 	 17 	 STR_1604839
Y 	 401383 	 401401 	 4 	 4.75 	 STR_1604840
Y 	 401689 	 401714 	 1 	 26 	 STR_1604841
Y 	 403966 	 403988 	 6 	 3.83333 	 STR_1604842
Y 	 404081 	 404107 	 2 	 13.5 	 STR_1604843
Y 	 404191 	 404221 	 2 	 15.5 	 STR_1604844
Y 	 404320 	 404342 	 2 	 11.5 	 STR_1604845
Y 	 404619 	 404649 	 6 	 5.16667 	 STR_1604846
Y 	 406596 	 406729 	 2 	 67 	 STR_1604847
Y 	 407122 	 407145 	 1 	 24 	 STR_1604848
Y 	 407948 	 407971 	 1 	 24 	 STR_1604849
Y 	 408407 	 408422 	 2 	 8 	 STR_1604850
Y 	 408570 	 408584 	 1 	 15 	 STR_1604851
Y 	 410335 	 410371 	 1 	 37 	 STR_1604852
Y 	 412509 	 412602 	 2 	 47 	 STR_1604853
Y 	 412642 	 412658 	 2 	 8.5 	 STR_1604854
Y 	 412764 	 412845 	 2 	 41 	 STR_1604855
Y 	 412967 	 413110 	 2 	 72 	 STR_1604856
Y 	 413178 	 413200 	 2 	 11.5 	 STR_1604857
Y 	 413238 	 413265 	 2 	 14 	 STR_1604858
Y 	 413409 	 413467 	 2 	 29.5 	 STR_1604859
Y 	 413572 	 413594 	 2 	 11.5 	 STR_1604860
Y 	 413735 	 413749 	 2 	 7.5 	 STR_1604861
Y 	 414582 	 414597 	 1 	 16 	 STR_1604862
Y 	 415373 	 415400 	 5 	 5.6 	 STR_1604863
Y 	 415632 	 415743 	 4 	 28 	 STR_1604864
Y 	 415816 	 415832 	 2 	 8.5 	 STR_1604865
Y 	 417185 	 417199 	 2 	 7.5 	 STR_1604866
Y 	 418250 	 418269 	 1 	 20 	 STR_1604867
Y 	 419273 	 419297 	 2 	 12.5 	 STR_1604868
Y 	 419415 	 419433 	 4 	 4.75 	 STR_1604869
Y 	 420633 	 420656 	 1 	 24 	 STR_1604870
Y 	 422379 	 422392 	 1 	 14 	 STR_1604871
Y 	 426873 	 426899 	 2 	 13.5 	 STR_1604872
Y 	 426915 	 426940 	 2 	 13 	 STR_1604873
Y 	 426969 	 426997 	 2 	 14.5 	 STR_1604874
Y 	 427074 	 427104 	 2 	 15.5 	 STR_1604875
Y 	 427130 	 427150 	 2 	 10.5 	 STR_1604876
Y 	 427216 	 427253 	 2 	 19 	 STR_1604877
Y 	 427293 	 427313 	 2 	 10.5 	 STR_1604878
Y 	 427531 	 427550 	 3 	 6.66667 	 STR_1604879
Y 	 427974 	 427995 	 1 	 22 	 STR_1604880
Y 	 428030 	 428058 	 6 	 4.83333 	 STR_1604881
Y 	 429378 	 429392 	 1 	 15 	 STR_1604882
Y 	 429581 	 429604 	 1 	 24 	 STR_1604883
Y 	 430079 	 430102 	 1 	 24 	 STR_1604884
Y 	 430243 	 430254 	 1 	 12 	 STR_1604885
Y 	 430403 	 430413 	 1 	 11 	 STR_1604886
Y 	 432907 	 433618 	 4 	 178 	 STR_1604887
Y 	 433666 	 433688 	 4 	 5.75 	 STR_1604888
Y 	 434181 	 434216 	 5 	 7.2 	 STR_1604889
Y 	 435029 	 435048 	 1 	 20 	 STR_1604890
Y 	 435207 	 435217 	 1 	 11 	 STR_1604891
Y 	 435836 	 435846 	 1 	 11 	 STR_1604892
Y 	 436454 	 436468 	 1 	 15 	 STR_1604893
Y 	 436811 	 436868 	 4 	 14.5 	 STR_1604894
Y 	 437861 	 438032 	 4 	 43 	 STR_1604895
Y 	 438087 	 438321 	 4 	 58.75 	 STR_1604896
Y 	 438874 	 438956 	 4 	 20.75 	 STR_1604897
Y 	 438982 	 439023 	 4 	 10.5 	 STR_1604898
Y 	 439116 	 439157 	 4 	 10.5 	 STR_1604899
Y 	 439220 	 439542 	 4 	 80.75 	 STR_1604900
Y 	 439578 	 439597 	 1 	 20 	 STR_1604901
Y 	 439748 	 439768 	 1 	 21 	 STR_1604902
Y 	 439999 	 440016 	 1 	 18 	 STR_1604903
Y 	 441171 	 441202 	 2 	 16 	 STR_1604904
Y 	 441478 	 441511 	 2 	 17 	 STR_1604905
Y 	 442008 	 442041 	 2 	 17 	 STR_1604906
Y 	 443059 	 443092 	 3 	 11.3333 	 STR_1604907
Y 	 443247 	 443268 	 3 	 7.33333 	 STR_1604908
Y 	 443400 	 443436 	 3 	 12.3333 	 STR_1604909
Y 	 443568 	 443610 	 3 	 14.3333 	 STR_1604910
Y 	 443743 	 443763 	 3 	 7 	 STR_1604911
Y 	 444362 	 444374 	 1 	 13 	 STR_1604912
Y 	 444703 	 444717 	 2 	 7.5 	 STR_1604913
Y 	 444871 	 445002 	 4 	 33 	 STR_1604914
Y 	 445574 	 446039 	 4 	 116.5 	 STR_1604915
Y 	 446371 	 446393 	 1 	 23 	 STR_1604916
Y 	 447370 	 447401 	 1 	 32 	 STR_1604917
Y 	 448894 	 448904 	 1 	 11 	 STR_1604918
Y 	 449799 	 449818 	 1 	 20 	 STR_1604919
Y 	 450116 	 450141 	 4 	 6.5 	 STR_1604920
Y 	 450812 	 450825 	 1 	 14 	 STR_1604921
Y 	 451001 	 451024 	 1 	 24 	 STR_1604922
Y 	 451921 	 451943 	 5 	 4.6 	 STR_1604923
Y 	 453335 	 453361 	 1 	 27 	 STR_1604924
Y 	 453972 	 453998 	 1 	 27 	 STR_1604925
Y 	 454453 	 454486 	 2 	 17 	 STR_1604926
Y 	 454697 	 454722 	 5 	 5.2 	 STR_1604927
Y 	 454734 	 454923 	 4 	 47.5 	 STR_1604928
Y 	 456651 	 456664 	 1 	 14 	 STR_1604929
Y 	 457415 	 457447 	 5 	 6.6 	 STR_1604930
Y 	 458021 	 458036 	 1 	 16 	 STR_1604931
Y 	 458400 	 458410 	 1 	 11 	 STR_1604932
Y 	 458792 	 458818 	 6 	 4.5 	 STR_1604933
Y 	 458858 	 458872 	 4 	 3.75 	 STR_1604934
Y 	 459937 	 461792 	 4 	 464 	 STR_1604935
Y 	 461986 	 462340 	 4 	 88.75 	 STR_1604936
Y 	 462512 	 462528 	 2 	 8.5 	 STR_1604937
Y 	 462758 	 462770 	 2 	 6.5 	 STR_1604938
Y 	 462805 	 462820 	 2 	 8 	 STR_1604939
Y 	 463018 	 463036 	 1 	 19 	 STR_1604940
Y 	 464182 	 464193 	 1 	 12 	 STR_1604941
Y 	 466582 	 466609 	 2 	 14 	 STR_1604942
Y 	 467575 	 467659 	 4 	 21.25 	 STR_1604943
Y 	 469113 	 469131 	 1 	 19 	 STR_1604944
Y 	 469404 	 469426 	 1 	 23 	 STR_1604945
Y 	 469775 	 469787 	 1 	 13 	 STR_1604946
Y 	 470060 	 470089 	 2 	 15 	 STR_1604947
Y 	 470184 	 470281 	 5 	 19.6 	 STR_1604948
Y 	 470829 	 470851 	 4 	 5.75 	 STR_1604949
Y 	 471619 	 471630 	 1 	 12 	 STR_1604950
Y 	 472614 	 472638 	 4 	 6.25 	 STR_1604951
Y 	 472679 	 472699 	 4 	 5.25 	 STR_1604952
Y 	 472734 	 472748 	 4 	 3.75 	 STR_1604953
Y 	 472778 	 473515 	 4 	 184.5 	 STR_1604954
Y 	 473818 	 473839 	 4 	 5.5 	 STR_1604955
Y 	 475218 	 475235 	 3 	 6 	 STR_1604956
Y 	 475981 	 476038 	 4 	 14.5 	 STR_1604957
Y 	 476102 	 476143 	 4 	 10.5 	 STR_1604958
Y 	 476235 	 476286 	 4 	 13 	 STR_1604959
Y 	 476367 	 477440 	 4 	 268.5 	 STR_1604960
Y 	 480366 	 480399 	 5 	 6.8 	 STR_1604961
Y 	 480616 	 480719 	 5 	 20.8 	 STR_1604962
Y 	 481355 	 481379 	 2 	 12.5 	 STR_1604963
Y 	 481667 	 481711 	 5 	 9 	 STR_1604964
Y 	 482118 	 482132 	 1 	 15 	 STR_1604965
Y 	 483026 	 483045 	 5 	 4 	 STR_1604966
Y 	 483927 	 484005 	 5 	 15.8 	 STR_1604967
Y 	 486342 	 486404 	 4 	 15.75 	 STR_1604968
Y 	 486613 	 486694 	 4 	 20.5 	 STR_1604969
Y 	 486761 	 486803 	 4 	 10.75 	 STR_1604970
Y 	 488263 	 489031 	 4 	 192.25 	 STR_1604971
Y 	 489279 	 489302 	 1 	 24 	 STR_1604972
Y 	 489689 	 489706 	 4 	 4.5 	 STR_1604973
Y 	 489860 	 489887 	 4 	 7 	 STR_1604974
Y 	 489969 	 490753 	 4 	 196.25 	 STR_1604975
Y 	 491201 	 492423 	 4 	 305.75 	 STR_1604976
Y 	 492534 	 492578 	 2 	 22.5 	 STR_1604977
Y 	 492592 	 492617 	 2 	 13 	 STR_1604978
Y 	 492951 	 492969 	 6 	 3.16667 	 STR_1604979
Y 	 494625 	 494640 	 1 	 16 	 STR_1604980
Y 	 494672 	 495896 	 3 	 408.333 	 STR_1604981
Y 	 496694 	 496726 	 1 	 33 	 STR_1604982
Y 	 498360 	 498397 	 1 	 38 	 STR_1604983
Y 	 498994 	 499016 	 1 	 23 	 STR_1604984
Y 	 499686 	 499753 	 4 	 17 	 STR_1604985
Y 	 499908 	 499927 	 1 	 20 	 STR_1604986
Y 	 501206 	 501232 	 2 	 13.5 	 STR_1604987
Y 	 502078 	 502096 	 4 	 4.75 	 STR_1604988
Y 	 503291 	 503682 	 4 	 98 	 STR_1604989
Y 	 503797 	 503816 	 4 	 5 	 STR_1604990
Y 	 503967 	 503983 	 1 	 17 	 STR_1604991
Y 	 505627 	 505639 	 1 	 13 	 STR_1604992
Y 	 506006 	 506016 	 1 	 11 	 STR_1604993
Y 	 506567 	 506589 	 2 	 11.5 	 STR_1604994
Y 	 507274 	 507286 	 2 	 6.5 	 STR_1604995
Y 	 507391 	 507413 	 2 	 11.5 	 STR_1604996
Y 	 507453 	 507490 	 6 	 6.33333 	 STR_1604997
Y 	 511688 	 511713 	 3 	 8.66667 	 STR_1604998
Y 	 512355 	 513073 	 4 	 179.75 	 STR_1604999
Y 	 513706 	 513731 	 1 	 26 	 STR_1605000
Y 	 514186 	 514218 	 1 	 33 	 STR_1605001
Y 	 514388 	 514409 	 1 	 22 	 STR_1605002
Y 	 515022 	 515039 	 6 	 3 	 STR_1605003
Y 	 515525 	 515570 	 4 	 11.5 	 STR_1605004
Y 	 515719 	 515734 	 1 	 16 	 STR_1605005
Y 	 515880 	 515910 	 6 	 5.16667 	 STR_1605006
Y 	 516061 	 516075 	 4 	 3.75 	 STR_1605007
Y 	 516223 	 516359 	 2 	 68.5 	 STR_1605008
Y 	 516466 	 516543 	 2 	 39 	 STR_1605009
Y 	 516584 	 516799 	 2 	 108 	 STR_1605010
Y 	 516821 	 516847 	 2 	 13.5 	 STR_1605011
Y 	 516903 	 516918 	 2 	 8 	 STR_1605012
Y 	 516943 	 517015 	 2 	 36.5 	 STR_1605013
Y 	 517091 	 517143 	 2 	 26.5 	 STR_1605014
Y 	 517654 	 517666 	 1 	 13 	 STR_1605015
Y 	 519230 	 519292 	 5 	 12.6 	 STR_1605016
Y 	 519558 	 519579 	 5 	 4.4 	 STR_1605017
Y 	 519609 	 519665 	 2 	 28.5 	 STR_1605018
Y 	 519985 	 520105 	 4 	 30.25 	 STR_1605019
Y 	 520420 	 520519 	 2 	 50 	 STR_1605020
Y 	 520564 	 520619 	 2 	 28 	 STR_1605021
Y 	 521503 	 521515 	 1 	 13 	 STR_1605022
Y 	 522846 	 522858 	 1 	 13 	 STR_1605023
Y 	 523365 	 523387 	 5 	 4.6 	 STR_1605024
Y 	 523983 	 524029 	 2 	 23.5 	 STR_1605025
